t,i,x_t,z_it,num_firms,entered
1,1,0.601721293739189,-2.298580081193165,3,0
1,2,0.601721293739189,-0.45426533189076207,3,0
1,3,0.601721293739189,-3.7220766166700088,3,0
1,4,0.601721293739189,-1.2526800599150418,3,0
1,5,0.601721293739189,1.367534059553622,3,0
1,6,0.601721293739189,3.9590817528155227,3,1
1,7,0.601721293739189,-0.9950479121948593,3,0
1,8,0.601721293739189,0.31210546885800444,3,0
1,9,0.601721293739189,2.447483915717582,3,0
1,10,0.601721293739189,1.7287267072598875,3,0
1,11,0.601721293739189,3.004333045149865,3,1
1,12,0.601721293739189,-1.7461008472735204,3,0
1,13,0.601721293739189,0.6346733760397891,3,0
1,14,0.601721293739189,4.014160193021356,3,1
1,15,0.601721293739189,-3.8187585938645046,3,0
1,16,0.601721293739189,0.28693153503369,3,0
1,17,0.601721293739189,1.373124121125973,3,0
1,18,0.601721293739189,0.48920314344382837,3,0
1,19,0.601721293739189,0.4752259709456553,3,0
1,20,0.601721293739189,1.147284771077068,3,0
1,21,0.601721293739189,0.3289674229768983,3,0
1,22,0.601721293739189,-0.829747988960642,3,0
1,23,0.601721293739189,-0.2818630155438638,3,0
1,24,0.601721293739189,-0.6873392958069491,3,0
1,25,0.601721293739189,1.1027832035307852,3,0
1,26,0.601721293739189,-0.030836193267235596,3,0
1,27,0.601721293739189,-0.169191763015816,3,0
1,28,0.601721293739189,1.6430743714352092,3,0
1,29,0.601721293739189,0.41015679360378166,3,0
1,30,0.601721293739189,0.45985931047282325,3,0
2,1,1.151618969784438,-2.298580081193165,3,0
2,2,1.151618969784438,-0.45426533189076207,3,0
2,3,1.151618969784438,-3.7220766166700088,3,0
2,4,1.151618969784438,-1.2526800599150418,3,0
2,5,1.151618969784438,1.367534059553622,3,0
2,6,1.151618969784438,3.9590817528155227,3,1
2,7,1.151618969784438,-0.9950479121948593,3,0
2,8,1.151618969784438,0.31210546885800444,3,0
2,9,1.151618969784438,2.447483915717582,3,0
2,10,1.151618969784438,1.7287267072598875,3,0
2,11,1.151618969784438,3.004333045149865,3,1
2,12,1.151618969784438,-1.7461008472735204,3,0
2,13,1.151618969784438,0.6346733760397891,3,0
2,14,1.151618969784438,4.014160193021356,3,1
2,15,1.151618969784438,-3.8187585938645046,3,0
2,16,1.151618969784438,0.28693153503369,3,0
2,17,1.151618969784438,1.373124121125973,3,0
2,18,1.151618969784438,0.48920314344382837,3,0
2,19,1.151618969784438,0.4752259709456553,3,0
2,20,1.151618969784438,1.147284771077068,3,0
2,21,1.151618969784438,0.3289674229768983,3,0
2,22,1.151618969784438,-0.829747988960642,3,0
2,23,1.151618969784438,-0.2818630155438638,3,0
2,24,1.151618969784438,-0.6873392958069491,3,0
2,25,1.151618969784438,1.1027832035307852,3,0
2,26,1.151618969784438,-0.030836193267235596,3,0
2,27,1.151618969784438,-0.169191763015816,3,0
2,28,1.151618969784438,1.6430743714352092,3,0
2,29,1.151618969784438,0.41015679360378166,3,0
2,30,1.151618969784438,0.45985931047282325,3,0
3,1,-1.3594623556779384,-2.298580081193165,1,0
3,2,-1.3594623556779384,-0.45426533189076207,1,0
3,3,-1.3594623556779384,-3.7220766166700088,1,0
3,4,-1.3594623556779384,-1.2526800599150418,1,0
3,5,-1.3594623556779384,1.367534059553622,1,0
3,6,-1.3594623556779384,3.9590817528155227,1,0
3,7,-1.3594623556779384,-0.9950479121948593,1,0
3,8,-1.3594623556779384,0.31210546885800444,1,0
3,9,-1.3594623556779384,2.447483915717582,1,0
3,10,-1.3594623556779384,1.7287267072598875,1,0
3,11,-1.3594623556779384,3.004333045149865,1,0
3,12,-1.3594623556779384,-1.7461008472735204,1,0
3,13,-1.3594623556779384,0.6346733760397891,1,0
3,14,-1.3594623556779384,4.014160193021356,1,1
3,15,-1.3594623556779384,-3.8187585938645046,1,0
3,16,-1.3594623556779384,0.28693153503369,1,0
3,17,-1.3594623556779384,1.373124121125973,1,0
3,18,-1.3594623556779384,0.48920314344382837,1,0
3,19,-1.3594623556779384,0.4752259709456553,1,0
3,20,-1.3594623556779384,1.147284771077068,1,0
3,21,-1.3594623556779384,0.3289674229768983,1,0
3,22,-1.3594623556779384,-0.829747988960642,1,0
3,23,-1.3594623556779384,-0.2818630155438638,1,0
3,24,-1.3594623556779384,-0.6873392958069491,1,0
3,25,-1.3594623556779384,1.1027832035307852,1,0
3,26,-1.3594623556779384,-0.030836193267235596,1,0
3,27,-1.3594623556779384,-0.169191763015816,1,0
3,28,-1.3594623556779384,1.6430743714352092,1,0
3,29,-1.3594623556779384,0.41015679360378166,1,0
3,30,-1.3594623556779384,0.45985931047282325,1,0
